id, name, shortName, colorId, professor, eventType, groups, classroom, start, end, description, recurring, recurringType, recurringUntil, studyCode
534624,Multimedija,Multimedija,0,Bašić Martina,LABORATORIJSKA_VJEZBA,,B526,2024-04-10T18:00,2024-04-10T19:30,srijeda 10.4.2024. 18:00 - 19:30 (2 sata),true,WEEKLY,do 7.6.2024.,512
533007,Programiranje za internet,PZI,0,Šerić Ljiljana,PREDAVANJE,,A106,2024-04-11T08:15,2024-04-11T10:00,četvrtak 11.4.2024. 8:15 - 10:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533055,Trgovačko pravo,TP,0,Ćesić Zlatko,PREDAVANJE,,A106,2024-04-11T10:15,2024-04-11T12:00,četvrtak 11.4.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533042,Digitalna tehnika,DT,0,Pekić Vesna,AUDITORNA_VJEZBA,,C501,2024-04-12T13:15,2024-04-12T15:00,petak 12.4.2024. 13:15 - 15:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
538646,Multimedija,Multimedija,0,Russo Mladen,KOLOKVIJ,,B401,2024-04-15T10:15,2024-04-15T12:00,ponedjeljak 15.4.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 21.4.2024.,512
538648,Digitalna tehnika,DT,0,Čoko Duje,KOLOKVIJ,,A100,2024-04-19T14:15,2024-04-19T17:00,petak 19.4.2024. 14:15 - 17:00 (3 sata),true,WEEKLY,do 21.4.2024.,512
538791,Programiranje za internet,PZI,0,Šerić Ljiljana,KOLOKVIJ,,A106,2024-04-22T10:15,2024-04-22T12:00,ponedjeljak 22.4.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 28.4.2024.,512
538792,Trgovačko pravo,TP,0,Ćesić Zlatko,KOLOKVIJ,,A106,2024-04-25T10:15,2024-04-25T12:00,četvrtak 25.4.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 28.4.2024.,512
538788,Komunikacijski sustavi,KS,0,Radić Joško,KOLOKVIJ,,B401,2024-04-26T10:15,2024-04-26T12:00,petak 26.4.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 28.4.2024.,512
532923,Komunikacijski sustavi,KS,0,Radić Joško,PREDAVANJE,,A104,2024-04-29T09:15,2024-04-29T12:00,ponedjeljak 29.4.2024. 9:15 - 12:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
532936,Komunikacijski sustavi,KS,0,Radić Joško,AUDITORNA_VJEZBA,,A104,2024-04-30T09:15,2024-04-30T11:00,utorak 30.4.2024. 9:15 - 11:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533032,Digitalna tehnika,DT,0,Čoko Duje,PREDAVANJE,,C501,2024-04-30T11:15,2024-04-30T14:00,utorak 30.4.2024. 11:15 - 14:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
533008,Programiranje za internet,PZI,0,Šerić Ljiljana,PREDAVANJE,,A106,2024-05-02T08:15,2024-05-02T10:00,četvrtak 2.5.2024. 8:15 - 10:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533056,Trgovačko pravo,TP,0,Ćesić Zlatko,PREDAVANJE,,A106,2024-05-02T10:15,2024-05-02T12:00,četvrtak 2.5.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
535301,Programiranje za internet,PZI,0,Radomiljac Andrej,LABORATORIJSKA_VJEZBA,,B526,2024-05-02T19:30,2024-05-02T21:00,četvrtak 2.5.2024. 19:30 - 21:00 (2 sata),true,EVERY_TWO_WEEKS,do 7.6.2024.,512
533043,Digitalna tehnika,DT,0,Pekić Vesna,AUDITORNA_VJEZBA,,C501,2024-05-03T13:15,2024-05-03T15:00,petak 3.5.2024. 13:15 - 15:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
532924,Komunikacijski sustavi,KS,0,Radić Joško,PREDAVANJE,,A104,2024-05-06T09:15,2024-05-06T12:00,ponedjeljak 6.5.2024. 9:15 - 12:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
532984,Multimedija,Multimedija,0,Russo Mladen,PREDAVANJE,,A302,2024-05-08T12:15,2024-05-08T14:00,srijeda 8.5.2024. 12:15 - 14:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
534625,Multimedija,Multimedija,0,Bašić Martina,LABORATORIJSKA_VJEZBA,,B526,2024-05-08T18:00,2024-05-08T19:30,srijeda 8.5.2024. 18:00 - 19:30 (2 sata),true,WEEKLY,do 7.6.2024.,512
533009,Programiranje za internet,PZI,0,Šerić Ljiljana,PREDAVANJE,,A106,2024-05-09T08:15,2024-05-09T10:00,četvrtak 9.5.2024. 8:15 - 10:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533057,Trgovačko pravo,TP,0,Ćesić Zlatko,PREDAVANJE,,A106,2024-05-09T10:15,2024-05-09T12:00,četvrtak 9.5.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
